_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,browser,controversial,openness,persistence,polarity,popularity,sentiment,browser_gold,commentcount,comments,controversial_gold,id,openness_gold,paragraphcount,persistence_gold,polarity_gold,popularity_gold,published,section,sentiment_gold,text,title,type,url
1132303227,1/10/2017 17:24:57,2338275474,1/10/2017 17:15:09,false,prizerebel,0.6382,35607359,USA,MI,Ferndale,67.149.165.68,"Mozilla/5.0 (Linux; Android 5.0.1; SCH-I545 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",no,no,no,yes,no,no,,433,"Best national anthem in the world.||I doubt most Russians care, mind or even know about Robbie.||These days everybody is wrong all the time. Same old.||Your government is also about to start world war 3 so I think hedonistic leanings maybe the least of your problems.||I have no trouble laughing at the excessive use of barrel bombs on children - great fun.",,fadb1d46-a5c2-4281-ae83-26f24bbcc5b9,,14,,,,2016-10-06T10:03:00Z,commentisfree,,"<p>Tired of political correctness, debates on cultural appropriation and being shamed over racist jokes on Twitter? Don’t worry. There is still an entire country you can safely stereotype – and it’s Russia, of course.</p> <p>Although it has resulted in some controversy, Robbie Williams’s Party Like a Russian is not likely to negatively impact his career, spark a protest, or cause Robbie to be no-platformed should he suddenly feel the burning need to speak at an academic conference. It’s just a song about those crazy Russians, with their vodka-soaked escapades and curious penchant for putting dolls inside other dolls. Everybody knows that stereotyping Russians is a harmless bit of fun – and if you have a problem with it, you’re an oversensitive loser who can’t take a joke.</p>",Robbie Williams is right – Russians sure do know how to party,article,https://www.theguardian.com/commentisfree/2016/oct/06/robbie-williams-right-russians-party
1132303228,1/10/2017 15:34:33,2338186388,1/10/2017 15:34:00,false,neodev,0.9922,18881135,CAN,NB,Saint George,174.119.194.25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,no,yes,no,no,no,no,,409,"I won't mourn the demise of a push up bra. False advertising, really ;)||Mmmm, cream buns...||Finally, I'm in fashion! My boobs will not meet in the middle no matter what bra I put them in.||I'm a 38D. If I don't use scaffolding-type bras I'd be playing football with my boobs.....||I give in five years before some famous women wear push up bras again and everyone is like OMG that's so hot.",,fadf138b-5097-4eac-a1b2-b0536828da6b,,9,,,,2016-11-01T18:33:41Z,fashion,,"<p>There is something missing from fashion in 2016. It hasn’t been there in any of Alicia Vikander’s Louis Vuitton romantic, softly scoop-necked gowns, on the premiere tour of The Light Between Oceans. It wasn’t there on the best-dressed lists of the Met Gala in May, which were dominated by Beyoncé in high-necked skin-toned latex. It didn’t happen at Cannes, where Bella Hadid slayed all pretenders to her fashion throne in a red satin dress with a deep V to the waist, the smooth line from navel to waist accentuated by her swept-up hair. It was nowhere to be seen at the Oscars, where Jennifer Lawrence’s black lace Dior gown was free of obvious cantilevering.</p>     Bella Hadid at Cannes. Photograph: Samir Hussein/WireImage    <p>“Whatever happened to the cleavage?” asks the new issue of Vogue. The squished-together, hoicked-up presentation of bosoms has all but vanished from fashionable circles. Scaffolding breasts under the chin and framing them with a low-cut top, which has for decades been a shorthand for allure – the four-four-two of getting dressed up for a night out, if you like – is over. The go-to after dark neckline from catwalk to high street this year is a straight horizontal line that exposes the shoulders. The must-have Gucci blouses on Net-a-Porter have elaborate pussy bows that demand to be fastened around the neck. Any self-respecting It girl of the moment knows that the photo the paparazzi want is the one in gym leggings and a crop top, exposing this year’s must-have ab-crack. Eva Herzigová, whose 1994 Wonderbra advert (“Hello Boys”) did more than any other image to put cleavage at the bullseye of sex appeal, has this year chosen for her most high-profile appearances a pie-crust collared white blouse under a trouser suit for the Vogue centenary party, and a buttoned-up denim coord at the Venice film festival. I think we can safely call that a goodbye.</p>",The end of the cleavage: breasts piled together like cream buns do not make a subtle statement,article,https://www.theguardian.com/fashion/2016/nov/01/end-of-the-cleavage-bras-70s-boob-comeback
1132303228,1/10/2017 19:04:04,2338389403,1/10/2017 19:03:20,false,instagc,0.5781,22298499,USA,DE,Wilmington,68.82.138.233,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",yes,yes,yes,yes,no,yes,,409,"I won't mourn the demise of a push up bra. False advertising, really ;)||Mmmm, cream buns...||Finally, I'm in fashion! My boobs will not meet in the middle no matter what bra I put them in.||I'm a 38D. If I don't use scaffolding-type bras I'd be playing football with my boobs.....||I give in five years before some famous women wear push up bras again and everyone is like OMG that's so hot.",,fadf138b-5097-4eac-a1b2-b0536828da6b,,9,,,,2016-11-01T18:33:41Z,fashion,,"<p>There is something missing from fashion in 2016. It hasn’t been there in any of Alicia Vikander’s Louis Vuitton romantic, softly scoop-necked gowns, on the premiere tour of The Light Between Oceans. It wasn’t there on the best-dressed lists of the Met Gala in May, which were dominated by Beyoncé in high-necked skin-toned latex. It didn’t happen at Cannes, where Bella Hadid slayed all pretenders to her fashion throne in a red satin dress with a deep V to the waist, the smooth line from navel to waist accentuated by her swept-up hair. It was nowhere to be seen at the Oscars, where Jennifer Lawrence’s black lace Dior gown was free of obvious cantilevering.</p>     Bella Hadid at Cannes. Photograph: Samir Hussein/WireImage    <p>“Whatever happened to the cleavage?” asks the new issue of Vogue. The squished-together, hoicked-up presentation of bosoms has all but vanished from fashionable circles. Scaffolding breasts under the chin and framing them with a low-cut top, which has for decades been a shorthand for allure – the four-four-two of getting dressed up for a night out, if you like – is over. The go-to after dark neckline from catwalk to high street this year is a straight horizontal line that exposes the shoulders. The must-have Gucci blouses on Net-a-Porter have elaborate pussy bows that demand to be fastened around the neck. Any self-respecting It girl of the moment knows that the photo the paparazzi want is the one in gym leggings and a crop top, exposing this year’s must-have ab-crack. Eva Herzigová, whose 1994 Wonderbra advert (“Hello Boys”) did more than any other image to put cleavage at the bullseye of sex appeal, has this year chosen for her most high-profile appearances a pie-crust collared white blouse under a trouser suit for the Vogue centenary party, and a buttoned-up denim coord at the Venice film festival. I think we can safely call that a goodbye.</p>",The end of the cleavage: breasts piled together like cream buns do not make a subtle statement,article,https://www.theguardian.com/fashion/2016/nov/01/end-of-the-cleavage-bras-70s-boob-comeback
1132303228,1/10/2017 19:36:09,2338433583,1/10/2017 19:35:37,false,content_runner,0.5812,41449612,GBR,"","",77.92.72.92,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",yes,yes,yes,no,yes,yes,,409,"I won't mourn the demise of a push up bra. False advertising, really ;)||Mmmm, cream buns...||Finally, I'm in fashion! My boobs will not meet in the middle no matter what bra I put them in.||I'm a 38D. If I don't use scaffolding-type bras I'd be playing football with my boobs.....||I give in five years before some famous women wear push up bras again and everyone is like OMG that's so hot.",,fadf138b-5097-4eac-a1b2-b0536828da6b,,9,,,,2016-11-01T18:33:41Z,fashion,,"<p>There is something missing from fashion in 2016. It hasn’t been there in any of Alicia Vikander’s Louis Vuitton romantic, softly scoop-necked gowns, on the premiere tour of The Light Between Oceans. It wasn’t there on the best-dressed lists of the Met Gala in May, which were dominated by Beyoncé in high-necked skin-toned latex. It didn’t happen at Cannes, where Bella Hadid slayed all pretenders to her fashion throne in a red satin dress with a deep V to the waist, the smooth line from navel to waist accentuated by her swept-up hair. It was nowhere to be seen at the Oscars, where Jennifer Lawrence’s black lace Dior gown was free of obvious cantilevering.</p>     Bella Hadid at Cannes. Photograph: Samir Hussein/WireImage    <p>“Whatever happened to the cleavage?” asks the new issue of Vogue. The squished-together, hoicked-up presentation of bosoms has all but vanished from fashionable circles. Scaffolding breasts under the chin and framing them with a low-cut top, which has for decades been a shorthand for allure – the four-four-two of getting dressed up for a night out, if you like – is over. The go-to after dark neckline from catwalk to high street this year is a straight horizontal line that exposes the shoulders. The must-have Gucci blouses on Net-a-Porter have elaborate pussy bows that demand to be fastened around the neck. Any self-respecting It girl of the moment knows that the photo the paparazzi want is the one in gym leggings and a crop top, exposing this year’s must-have ab-crack. Eva Herzigová, whose 1994 Wonderbra advert (“Hello Boys”) did more than any other image to put cleavage at the bullseye of sex appeal, has this year chosen for her most high-profile appearances a pie-crust collared white blouse under a trouser suit for the Vogue centenary party, and a buttoned-up denim coord at the Venice film festival. I think we can safely call that a goodbye.</p>",The end of the cleavage: breasts piled together like cream buns do not make a subtle statement,article,https://www.theguardian.com/fashion/2016/nov/01/end-of-the-cleavage-bras-70s-boob-comeback
1132303228,1/10/2017 20:18:28,2338501131,1/10/2017 20:17:33,false,clixsense,0.5326,35394287,CAN,NL,Stephenville,71.7.213.107,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",no,yes,no,yes,yes,yes,,409,"I won't mourn the demise of a push up bra. False advertising, really ;)||Mmmm, cream buns...||Finally, I'm in fashion! My boobs will not meet in the middle no matter what bra I put them in.||I'm a 38D. If I don't use scaffolding-type bras I'd be playing football with my boobs.....||I give in five years before some famous women wear push up bras again and everyone is like OMG that's so hot.",,fadf138b-5097-4eac-a1b2-b0536828da6b,,9,,,,2016-11-01T18:33:41Z,fashion,,"<p>There is something missing from fashion in 2016. It hasn’t been there in any of Alicia Vikander’s Louis Vuitton romantic, softly scoop-necked gowns, on the premiere tour of The Light Between Oceans. It wasn’t there on the best-dressed lists of the Met Gala in May, which were dominated by Beyoncé in high-necked skin-toned latex. It didn’t happen at Cannes, where Bella Hadid slayed all pretenders to her fashion throne in a red satin dress with a deep V to the waist, the smooth line from navel to waist accentuated by her swept-up hair. It was nowhere to be seen at the Oscars, where Jennifer Lawrence’s black lace Dior gown was free of obvious cantilevering.</p>     Bella Hadid at Cannes. Photograph: Samir Hussein/WireImage    <p>“Whatever happened to the cleavage?” asks the new issue of Vogue. The squished-together, hoicked-up presentation of bosoms has all but vanished from fashionable circles. Scaffolding breasts under the chin and framing them with a low-cut top, which has for decades been a shorthand for allure – the four-four-two of getting dressed up for a night out, if you like – is over. The go-to after dark neckline from catwalk to high street this year is a straight horizontal line that exposes the shoulders. The must-have Gucci blouses on Net-a-Porter have elaborate pussy bows that demand to be fastened around the neck. Any self-respecting It girl of the moment knows that the photo the paparazzi want is the one in gym leggings and a crop top, exposing this year’s must-have ab-crack. Eva Herzigová, whose 1994 Wonderbra advert (“Hello Boys”) did more than any other image to put cleavage at the bullseye of sex appeal, has this year chosen for her most high-profile appearances a pie-crust collared white blouse under a trouser suit for the Vogue centenary party, and a buttoned-up denim coord at the Venice film festival. I think we can safely call that a goodbye.</p>",The end of the cleavage: breasts piled together like cream buns do not make a subtle statement,article,https://www.theguardian.com/fashion/2016/nov/01/end-of-the-cleavage-bras-70s-boob-comeback
1132303228,1/10/2017 20:27:08,2338515846,1/10/2017 20:26:49,false,clixsense,0.5208,34103339,GBR,V7,Irvine,2.221.59.90,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",no,no,no,yes,no,no,,409,"I won't mourn the demise of a push up bra. False advertising, really ;)||Mmmm, cream buns...||Finally, I'm in fashion! My boobs will not meet in the middle no matter what bra I put them in.||I'm a 38D. If I don't use scaffolding-type bras I'd be playing football with my boobs.....||I give in five years before some famous women wear push up bras again and everyone is like OMG that's so hot.",,fadf138b-5097-4eac-a1b2-b0536828da6b,,9,,,,2016-11-01T18:33:41Z,fashion,,"<p>There is something missing from fashion in 2016. It hasn’t been there in any of Alicia Vikander’s Louis Vuitton romantic, softly scoop-necked gowns, on the premiere tour of The Light Between Oceans. It wasn’t there on the best-dressed lists of the Met Gala in May, which were dominated by Beyoncé in high-necked skin-toned latex. It didn’t happen at Cannes, where Bella Hadid slayed all pretenders to her fashion throne in a red satin dress with a deep V to the waist, the smooth line from navel to waist accentuated by her swept-up hair. It was nowhere to be seen at the Oscars, where Jennifer Lawrence’s black lace Dior gown was free of obvious cantilevering.</p>     Bella Hadid at Cannes. Photograph: Samir Hussein/WireImage    <p>“Whatever happened to the cleavage?” asks the new issue of Vogue. The squished-together, hoicked-up presentation of bosoms has all but vanished from fashionable circles. Scaffolding breasts under the chin and framing them with a low-cut top, which has for decades been a shorthand for allure – the four-four-two of getting dressed up for a night out, if you like – is over. The go-to after dark neckline from catwalk to high street this year is a straight horizontal line that exposes the shoulders. The must-have Gucci blouses on Net-a-Porter have elaborate pussy bows that demand to be fastened around the neck. Any self-respecting It girl of the moment knows that the photo the paparazzi want is the one in gym leggings and a crop top, exposing this year’s must-have ab-crack. Eva Herzigová, whose 1994 Wonderbra advert (“Hello Boys”) did more than any other image to put cleavage at the bullseye of sex appeal, has this year chosen for her most high-profile appearances a pie-crust collared white blouse under a trouser suit for the Vogue centenary party, and a buttoned-up denim coord at the Venice film festival. I think we can safely call that a goodbye.</p>",The end of the cleavage: breasts piled together like cream buns do not make a subtle statement,article,https://www.theguardian.com/fashion/2016/nov/01/end-of-the-cleavage-bras-70s-boob-comeback
1132303228,1/10/2017 20:28:05,2338517929,1/10/2017 20:26:05,false,clixsense,0.5328,13121046,CAN,QC,Trois-rivières,24.122.109.208,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,no,yes,yes,no,no,no,,409,"I won't mourn the demise of a push up bra. False advertising, really ;)||Mmmm, cream buns...||Finally, I'm in fashion! My boobs will not meet in the middle no matter what bra I put them in.||I'm a 38D. If I don't use scaffolding-type bras I'd be playing football with my boobs.....||I give in five years before some famous women wear push up bras again and everyone is like OMG that's so hot.",,fadf138b-5097-4eac-a1b2-b0536828da6b,,9,,,,2016-11-01T18:33:41Z,fashion,,"<p>There is something missing from fashion in 2016. It hasn’t been there in any of Alicia Vikander’s Louis Vuitton romantic, softly scoop-necked gowns, on the premiere tour of The Light Between Oceans. It wasn’t there on the best-dressed lists of the Met Gala in May, which were dominated by Beyoncé in high-necked skin-toned latex. It didn’t happen at Cannes, where Bella Hadid slayed all pretenders to her fashion throne in a red satin dress with a deep V to the waist, the smooth line from navel to waist accentuated by her swept-up hair. It was nowhere to be seen at the Oscars, where Jennifer Lawrence’s black lace Dior gown was free of obvious cantilevering.</p>     Bella Hadid at Cannes. Photograph: Samir Hussein/WireImage    <p>“Whatever happened to the cleavage?” asks the new issue of Vogue. The squished-together, hoicked-up presentation of bosoms has all but vanished from fashionable circles. Scaffolding breasts under the chin and framing them with a low-cut top, which has for decades been a shorthand for allure – the four-four-two of getting dressed up for a night out, if you like – is over. The go-to after dark neckline from catwalk to high street this year is a straight horizontal line that exposes the shoulders. The must-have Gucci blouses on Net-a-Porter have elaborate pussy bows that demand to be fastened around the neck. Any self-respecting It girl of the moment knows that the photo the paparazzi want is the one in gym leggings and a crop top, exposing this year’s must-have ab-crack. Eva Herzigová, whose 1994 Wonderbra advert (“Hello Boys”) did more than any other image to put cleavage at the bullseye of sex appeal, has this year chosen for her most high-profile appearances a pie-crust collared white blouse under a trouser suit for the Vogue centenary party, and a buttoned-up denim coord at the Venice film festival. I think we can safely call that a goodbye.</p>",The end of the cleavage: breasts piled together like cream buns do not make a subtle statement,article,https://www.theguardian.com/fashion/2016/nov/01/end-of-the-cleavage-bras-70s-boob-comeback
1132303229,1/10/2017 15:33:59,2338186006,1/10/2017 15:33:21,false,neodev,0.9922,18881135,CAN,NB,Saint George,174.119.194.25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,no,no,no,no,no,no,,48,"There was only going to be one winner today. Well done Munster - a fitting tribute to Anthony Foley.
Disappointed in Earls but to be fair to him, he has lost a coach, former team mate and friend. Being over-hyped up is forgivable in the circumstances.||As a Glasgow fan it's a shame they didn't manage to build on last week's big win but as a rugby fan you would be pretty hearltess to deny Munster their day in respect of a sadly missed member of their - and rugby's - community.||Disgraceful from Earls. I hope he's banned for a long time.||I thought it was a brilliant finish by Zebo: not fortunate at all. He later stopped Hughes from scoring from a very similar but easier opportunity.||Munster played great - the Earls tackle was a low point - it deserved the red - rugby needs to stamp that type of tackle out of the game - The Munster team lifted themselves after the tragic death of Axel - This was a fine tribute to their Munster legend - The Munster fans were fantastic..",,fafe0b34-a243-48ca-a830-8b1e349e5f40,,18,,,,2016-10-22T15:38:38Z,sport,,"<p>In the old days, before Thomond Park was remodelled, we would come down here on freezing winter nights to be enthralled by the sight of glamour teams being beaten out the gate. The story varied from week to week but the theme largely stayed the same: you may think you know what it takes to get out of here in one piece, but living it is a different matter.</p> <p>Whether you were in the upper reaches of France’s Top 14 or England’s Premiership, the odds did not vary much on a successful exit. And until Leicester, in 2007, the bookies were never far off the money. It was ironic that by the time the stadium re-fit arrived, Munster’s best days had just gone and full houses on hectic days would become the exception to the rule.</p>",Munster lay on fitting farewell for Anthony Foley on sombre day,article,https://www.theguardian.com/sport/2016/oct/22/munster-glasgow-european-champions-cup-match-report
1132303229,1/10/2017 19:03:20,2338388712,1/10/2017 19:02:32,false,instagc,0.5781,22298499,USA,DE,Wilmington,68.82.138.233,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",yes,yes,yes,yes,no,yes,,48,"There was only going to be one winner today. Well done Munster - a fitting tribute to Anthony Foley.
Disappointed in Earls but to be fair to him, he has lost a coach, former team mate and friend. Being over-hyped up is forgivable in the circumstances.||As a Glasgow fan it's a shame they didn't manage to build on last week's big win but as a rugby fan you would be pretty hearltess to deny Munster their day in respect of a sadly missed member of their - and rugby's - community.||Disgraceful from Earls. I hope he's banned for a long time.||I thought it was a brilliant finish by Zebo: not fortunate at all. He later stopped Hughes from scoring from a very similar but easier opportunity.||Munster played great - the Earls tackle was a low point - it deserved the red - rugby needs to stamp that type of tackle out of the game - The Munster team lifted themselves after the tragic death of Axel - This was a fine tribute to their Munster legend - The Munster fans were fantastic..",,fafe0b34-a243-48ca-a830-8b1e349e5f40,,18,,,,2016-10-22T15:38:38Z,sport,,"<p>In the old days, before Thomond Park was remodelled, we would come down here on freezing winter nights to be enthralled by the sight of glamour teams being beaten out the gate. The story varied from week to week but the theme largely stayed the same: you may think you know what it takes to get out of here in one piece, but living it is a different matter.</p> <p>Whether you were in the upper reaches of France’s Top 14 or England’s Premiership, the odds did not vary much on a successful exit. And until Leicester, in 2007, the bookies were never far off the money. It was ironic that by the time the stadium re-fit arrived, Munster’s best days had just gone and full houses on hectic days would become the exception to the rule.</p>",Munster lay on fitting farewell for Anthony Foley on sombre day,article,https://www.theguardian.com/sport/2016/oct/22/munster-glasgow-european-champions-cup-match-report
1132303229,1/10/2017 19:35:32,2338432535,1/10/2017 19:35:00,false,content_runner,0.5812,41449612,GBR,"","",77.92.72.92,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",yes,no,yes,yes,no,no,,48,"There was only going to be one winner today. Well done Munster - a fitting tribute to Anthony Foley.
Disappointed in Earls but to be fair to him, he has lost a coach, former team mate and friend. Being over-hyped up is forgivable in the circumstances.||As a Glasgow fan it's a shame they didn't manage to build on last week's big win but as a rugby fan you would be pretty hearltess to deny Munster their day in respect of a sadly missed member of their - and rugby's - community.||Disgraceful from Earls. I hope he's banned for a long time.||I thought it was a brilliant finish by Zebo: not fortunate at all. He later stopped Hughes from scoring from a very similar but easier opportunity.||Munster played great - the Earls tackle was a low point - it deserved the red - rugby needs to stamp that type of tackle out of the game - The Munster team lifted themselves after the tragic death of Axel - This was a fine tribute to their Munster legend - The Munster fans were fantastic..",,fafe0b34-a243-48ca-a830-8b1e349e5f40,,18,,,,2016-10-22T15:38:38Z,sport,,"<p>In the old days, before Thomond Park was remodelled, we would come down here on freezing winter nights to be enthralled by the sight of glamour teams being beaten out the gate. The story varied from week to week but the theme largely stayed the same: you may think you know what it takes to get out of here in one piece, but living it is a different matter.</p> <p>Whether you were in the upper reaches of France’s Top 14 or England’s Premiership, the odds did not vary much on a successful exit. And until Leicester, in 2007, the bookies were never far off the money. It was ironic that by the time the stadium re-fit arrived, Munster’s best days had just gone and full houses on hectic days would become the exception to the rule.</p>",Munster lay on fitting farewell for Anthony Foley on sombre day,article,https://www.theguardian.com/sport/2016/oct/22/munster-glasgow-european-champions-cup-match-report
1132303229,1/10/2017 20:17:32,2338499807,1/10/2017 20:17:01,false,clixsense,0.5326,35394287,CAN,NL,Stephenville,71.7.213.107,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",no,yes,yes,no,yes,no,,48,"There was only going to be one winner today. Well done Munster - a fitting tribute to Anthony Foley.
Disappointed in Earls but to be fair to him, he has lost a coach, former team mate and friend. Being over-hyped up is forgivable in the circumstances.||As a Glasgow fan it's a shame they didn't manage to build on last week's big win but as a rugby fan you would be pretty hearltess to deny Munster their day in respect of a sadly missed member of their - and rugby's - community.||Disgraceful from Earls. I hope he's banned for a long time.||I thought it was a brilliant finish by Zebo: not fortunate at all. He later stopped Hughes from scoring from a very similar but easier opportunity.||Munster played great - the Earls tackle was a low point - it deserved the red - rugby needs to stamp that type of tackle out of the game - The Munster team lifted themselves after the tragic death of Axel - This was a fine tribute to their Munster legend - The Munster fans were fantastic..",,fafe0b34-a243-48ca-a830-8b1e349e5f40,,18,,,,2016-10-22T15:38:38Z,sport,,"<p>In the old days, before Thomond Park was remodelled, we would come down here on freezing winter nights to be enthralled by the sight of glamour teams being beaten out the gate. The story varied from week to week but the theme largely stayed the same: you may think you know what it takes to get out of here in one piece, but living it is a different matter.</p> <p>Whether you were in the upper reaches of France’s Top 14 or England’s Premiership, the odds did not vary much on a successful exit. And until Leicester, in 2007, the bookies were never far off the money. It was ironic that by the time the stadium re-fit arrived, Munster’s best days had just gone and full houses on hectic days would become the exception to the rule.</p>",Munster lay on fitting farewell for Anthony Foley on sombre day,article,https://www.theguardian.com/sport/2016/oct/22/munster-glasgow-european-champions-cup-match-report
1132303229,1/10/2017 20:26:04,2338513700,1/10/2017 20:24:29,false,clixsense,0.5328,13121046,CAN,QC,Trois-rivières,24.122.109.208,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,no,no,yes,yes,no,no,,48,"There was only going to be one winner today. Well done Munster - a fitting tribute to Anthony Foley.
Disappointed in Earls but to be fair to him, he has lost a coach, former team mate and friend. Being over-hyped up is forgivable in the circumstances.||As a Glasgow fan it's a shame they didn't manage to build on last week's big win but as a rugby fan you would be pretty hearltess to deny Munster their day in respect of a sadly missed member of their - and rugby's - community.||Disgraceful from Earls. I hope he's banned for a long time.||I thought it was a brilliant finish by Zebo: not fortunate at all. He later stopped Hughes from scoring from a very similar but easier opportunity.||Munster played great - the Earls tackle was a low point - it deserved the red - rugby needs to stamp that type of tackle out of the game - The Munster team lifted themselves after the tragic death of Axel - This was a fine tribute to their Munster legend - The Munster fans were fantastic..",,fafe0b34-a243-48ca-a830-8b1e349e5f40,,18,,,,2016-10-22T15:38:38Z,sport,,"<p>In the old days, before Thomond Park was remodelled, we would come down here on freezing winter nights to be enthralled by the sight of glamour teams being beaten out the gate. The story varied from week to week but the theme largely stayed the same: you may think you know what it takes to get out of here in one piece, but living it is a different matter.</p> <p>Whether you were in the upper reaches of France’s Top 14 or England’s Premiership, the odds did not vary much on a successful exit. And until Leicester, in 2007, the bookies were never far off the money. It was ironic that by the time the stadium re-fit arrived, Munster’s best days had just gone and full houses on hectic days would become the exception to the rule.</p>",Munster lay on fitting farewell for Anthony Foley on sombre day,article,https://www.theguardian.com/sport/2016/oct/22/munster-glasgow-european-champions-cup-match-report
1132303229,1/10/2017 20:26:49,2338515211,1/10/2017 20:26:16,false,clixsense,0.5208,34103339,GBR,V7,Irvine,2.221.59.90,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",no,no,no,no,no,no,,48,"There was only going to be one winner today. Well done Munster - a fitting tribute to Anthony Foley.
Disappointed in Earls but to be fair to him, he has lost a coach, former team mate and friend. Being over-hyped up is forgivable in the circumstances.||As a Glasgow fan it's a shame they didn't manage to build on last week's big win but as a rugby fan you would be pretty hearltess to deny Munster their day in respect of a sadly missed member of their - and rugby's - community.||Disgraceful from Earls. I hope he's banned for a long time.||I thought it was a brilliant finish by Zebo: not fortunate at all. He later stopped Hughes from scoring from a very similar but easier opportunity.||Munster played great - the Earls tackle was a low point - it deserved the red - rugby needs to stamp that type of tackle out of the game - The Munster team lifted themselves after the tragic death of Axel - This was a fine tribute to their Munster legend - The Munster fans were fantastic..",,fafe0b34-a243-48ca-a830-8b1e349e5f40,,18,,,,2016-10-22T15:38:38Z,sport,,"<p>In the old days, before Thomond Park was remodelled, we would come down here on freezing winter nights to be enthralled by the sight of glamour teams being beaten out the gate. The story varied from week to week but the theme largely stayed the same: you may think you know what it takes to get out of here in one piece, but living it is a different matter.</p> <p>Whether you were in the upper reaches of France’s Top 14 or England’s Premiership, the odds did not vary much on a successful exit. And until Leicester, in 2007, the bookies were never far off the money. It was ironic that by the time the stadium re-fit arrived, Munster’s best days had just gone and full houses on hectic days would become the exception to the rule.</p>",Munster lay on fitting farewell for Anthony Foley on sombre day,article,https://www.theguardian.com/sport/2016/oct/22/munster-glasgow-european-champions-cup-match-report
1132303230,1/10/2017 15:33:20,2338185531,1/10/2017 15:32:34,false,neodev,0.9922,18881135,CAN,NB,Saint George,174.119.194.25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,no,no,no,no,no,no,,67,"Job done.||got to hope it's just playing to the level of the competition. the first half of the second half was especially woeful.
moldova's conduct at the end of the game was not respectable.||Well won.||Hoolahan to McLean to Long, great opening goal. As were the other three. Entertaining game, right to the end.||Wessi.",,fb6fd968-27af-4d78-9f61-eaa757e6c7e3,,14,,,,2016-10-09T20:47:59Z,football,,"<p>The Republic of Ireland’s chances of qualifying for Russia in 2018 are looking rosier after they overcame a mid-match wobble in Moldova to record an eventually comfortable victory, thanks to James McClean’s two second-half goals.</p> <p>It was a win that Martin O’Neill’s side always deserved, and Irish spirits will have been further boosted by Wales dropping points at home to Georgia earlier in the evening, which leaves the Republic second in Group D. However, the manner in which they lost their way and conceded a sloppy equaliser shortly before half-time will concern the Republic’s manager.</p>",James McClean’s double drives Republic of Ireland past Moldova in qualifier,article,https://www.theguardian.com/football/2016/oct/09/moldova-republic-of-ireland-world-cup-qualifier-match-report
